model,prompt,Alignment,Geometry,Texture,Overall
textmesh,A bat is hanging upside down from a branch with its wings folded,2.842105263,2.5,2.619047619,2.333333333
textmesh,A bear astronaut is planting a flag with a paw print,5.473684211,5.210526316,4.611111111,5.19047619
textmesh,A crowned koala is inspecting a mystical golden staff,5.470588235,5.842105263,5.5625,5.578947368
textmesh,A fox magician is pulling a rabbit from a hat,3.095238095,3.1875,3.45,3.157894737
textmesh,A giant tortoise is peacefully resting while a garden of mushrooms grows on its shell,5.380952381,5.9375,5.7,5.631578947
textmesh,A lion rider is riding a motorcycle,7,5.210526316,4.75,5.631578947
textmesh,A mermaid is holding a white conch shell,5.526315789,4.166666667,3.95,4.523809524
textmesh,A mouse pirate is guarding a tiny treasure chest,3.176470588,2.947368421,2.8125,2.526315789
textmesh,A panda detective is using a magnifying glass to examine an ancient scroll,4.388888889,3.684210526,3.95,3.45
textmesh,A parrot wearing a crown is sitting on a jeweled throne,7.473684211,6.5,6.222222222,6.761904762
textmesh,A penguin in a tuxedo is conducting an orchestra with a baton,3.647058824,3.842105263,4.0625,3.421052632
textmesh,A phoenix with flaming wings is carrying a silver lantern,2.722222222,2.421052632,2.7,2.1
textmesh,A rabbit pirate is holding a treasure map with a carrot symbol,3.421052632,3.277777778,3.157894737,3.1
textmesh,A rabbit with a top hat is balancing on a golden egg,3.210526316,3.888888889,3.684210526,3.3
textmesh,A raccoon detective is studying a map under a magnifying glass,3.631578947,2.777777778,3.7,3.285714286
textmesh,A raccoon with wings is casting a spell with a magic wand,6.157894737,5.263157895,6.111111111,5.619047619
textmesh,A robot butler is holding a tray with a crystal goblet,5.263157895,4.333333333,4.35,4.761904762
textmesh,A shark with a crown is holding a golden trident,5.052631579,4.611111111,4.631578947,4.75
textmesh,A skeleton knight is polishing his golden sword,4.263157895,2.166666667,2.888888889,2.761904762
textmesh,A monkey wizard is riding a flying broom and eating a banana,6.421052632,5.166666667,5.052631579,5.45
textmesh,A dog wearing backpack is walking on a rainbow,4.222222222,4.333333333,4,4.263157895
3dtopia,A striped zebra,4.5,3.761904762,4.941176471,3.947368421
3dtopia,A green pepper,6.411764706,5.421052632,5.8125,5.736842105
3dtopia,A grey mouse,2.631578947,1.944444444,2.6,2.047619048
3dtopia,A blue vase,6.8,5.823529412,5.529411765,5.947368421
3dtopia,A brown bear,6.157894737,3.545454545,4.333333333,4.476190476
3dtopia,A red cup,5.80952381,4.4375,4.75,5.105263158
3dtopia,A round stool,8.789473684,8.090909091,7.714285714,8.238095238
3dtopia,A wooden boat,6.421052632,4.388888889,5.105263158,5.15
3dtopia,A white helmet,4.294117647,4.052631579,3.9375,4.105263158
3dtopia,A green umbrella,6.789473684,5.444444444,5.75,5.666666667
3dtopia,A yellow hat,2.555555556,2.142857143,3.176470588,2.315789474
3dtopia,A wooden bench,8.789473684,8.166666667,8.421052632,8.5
3dtopia,A brown horse,6.842105263,4.789473684,5.777777778,5.476190476
3dtopia,A symmetrical arch,7.9,7.411764706,7.588235294,7.578947368
3dtopia,A glass bottle,5.5,3.588235294,4.352941176,4.473684211
3dtopia,A white rabbit,5.214285714,4.65625,4.5,4.684210526
3dtopia,A red bus,6.210526316,4.842105263,4.055555556,4.952380952
3dtopia,A blue jacket,8.722222222,8.052631579,7.5,7.95
3dtopia,A delicious hamburger,2,1.888888889,2.105263158,1.85
3dtopia,A canned Coke,3,4.333333333,2.117647059,3
3dtopia,A badge shaped like a shield,7.894736842,7.666666667,7.55,7.714285714
3dtopia,A black umbrella with a curved handle,2.952380952,2.25,2.4,2.421052632
3dtopia,A bookmark with a tassel,5.80952381,5.5,6.05,5.578947368
3dtopia,A cactus with a blooming flower,3.157894737,2.666666667,2.5,2.619047619
3dtopia,A candleholder made of wrought iron,7,4.681818182,5.761904762,5.571428571
3dtopia,A chess piece carved from ivory,8.111111111,7.428571429,7.235294118,7.684210526
3dtopia,A coffee mug with a chipped rim,4.684210526,4.444444444,4.315789474,4.45
3dtopia,A red rose with a thorny stem,5.555555556,4.19047619,4.588235294,4.421052632
3dtopia,A lamp with a fabric shade,8.578947368,7.333333333,7.684210526,7.9
3dtopia,A lipstick in a golden case,4.842105263,5.5,5.65,5.047619048
3dtopia,A model airplane with spinning propellers,0.470588235,0.526315789,0.8125,0.578947368
3dtopia,A porcelain vase with dragon motifs,6.411764706,5.105263158,5.375,5.526315789
3dtopia,A soccer ball signed by players,3.555555556,4.095238095,3.411764706,3.894736842
3dtopia,A steel hammer with a rubber grip,6.684210526,6.555555556,6.85,6.666666667
3dtopia,A stone castle with a drawbridge,5.647058824,6.421052632,6.9375,6.157894737
3dtopia,A straw hat with a blue band,4.315789474,4.578947368,3.166666667,4.19047619
3dtopia,A teddy bear holding a heart,3.789473684,3.833333333,3.666666667,3.714285714
3dtopia,A wooden chair with a woven seat,8.894736842,8.888888889,8.578947368,9
3dtopia,A headphone with cushioned ear pads,2.277777778,3.210526316,4.55,2.7
3dtopia,A white sneaker with blue stripes,2.684210526,1.833333333,3,2.333333333
3dtopia,"A bronze goblet encrusted with rubies, with swirling engravings of dragons coiling up its stem",7.444444444,6.210526316,6.45,6.45
3dtopia,"A black bat with luminous red eyes, outstretched wings, and a detailed claw with subtle ridges",2.684210526,3.421052632,3.888888889,3
3dtopia,"A square table with intricate carvings along the legs, a scratched surface, and a missing corner",5.526315789,5,4.722222222,5.380952381
3dtopia,"A golden lamp with an intricate bird and flower motif, and a glossy, amber-colored glass shade",7.315789474,6.590909091,6.904761905,6.857142857
3dtopia,"A wooden chair with a broken leg, a cushioned seat, and carved spirals on the arms",6.052631579,5.105263158,5.666666667,5.619047619
3dtopia,A porcelain teapot with a gold-trimmed spout and a painted phoenix spiraling around its surface,5.157894737,4.444444444,4.8,4.80952381
3dtopia,"A round clock with a cracked face, golden hands, and worn Roman numerals along the edges",7.631578947,7.333333333,7.444444444,7.19047619
3dtopia,"A potted succulent with plump, fleshy, blue-green leaves edged in red and planted in a terracotta pot",5.176470588,4.105263158,4.5,4.473684211
3dtopia,"A gilded picture frame adorned with ivy leaves, enclosing an oil painting of a serene landscape",7.473684211,6.409090909,6.952380952,7
3dtopia,"A blue hat with a wide brim, a finely stitched edge, and a silver feather pinned delicately to one side",2.578947368,2.578947368,3.277777778,2.476190476
3dtopia,"A blue jacket with silver buttons, fur lining on the collar, and a tear on the right sleeve",6.105263158,6,5.55,5.761904762
3dtopia,"A yellow pencil with a polished finish, a sharply defined lead tip, and a vibrant red eraser",4.722222222,5.421052632,5.05,4.85
3dtopia,"A glass bottle with a chipped neck, intricate patterns swirling along the sides, and a faded label",5.684210526,5.833333333,5.4,5.80952381
3dtopia,"A green cactus with twisted, gnarled branches, white spines, and tiny red flowers growing at the top",5.166666667,4.666666667,5,4.842105263
3dtopia,"A black cat with white paws, one torn ear, and piercing green eyes, sitting with its tail curled",2.047619048,1.9375,1.35,1.526315789
3dtopia,"A ceramic vase with swirling patterns etched into the surface, a chipped rim, and a long, narrow neck",5.789473684,4.052631579,5.944444444,5.142857143
3dtopia,"A white dove with one bent wing, a scarred beak, and a single, grey feather among its tail",3.631578947,3,4.333333333,3.095238095
3dtopia,"A bronze statue of a warrior with one arm raised, and a weathered, cracked base",4.526315789,4.333333333,5.35,4.380952381
3dtopia,"A wooden cabin with a finely crafted stone chimney, detailed log walls, and a delicately carved wooden door",6.368421053,6,6.631578947,6.55
3dtopia,"A golden crown with missing jewels, a slightly bent band, and intricate scrollwork along the edges",1.352941176,1.578947368,2,1.368421053
3dtopia,A cactus blooming flowers made of glowing embers,4.894736842,4.111111111,4.894736842,4.75
3dtopia,"A candleholder resembling a twisted, gnarled tree branch",5.333333333,4.947368421,6.15,4.8
3dtopia,A castle built entirely from interlocking giant seashells,3.555555556,3.619047619,3.705882353,3.526315789
3dtopia,"A chair made from intertwined vines, leaves still attached",2.578947368,1.333333333,1.6,1.761904762
3dtopia,A flower that blooms metallic petals shaped like butterflies,4.473684211,3.227272727,4.142857143,3.571428571
3dtopia,"A frog wearing a tailored shirt with tiny gold buttons, a red bow tie",5.117647059,4.052631579,4.4375,3.947368421
3dtopia,A headphone with ear cups shaped like intricate seashells,1.142857143,1.375,1.5,1.210526316
3dtopia,"A hippo explorer dressed in a khaki outfit, with binoculars slung around its neck",5.052631579,4,4.944444444,4.285714286
3dtopia,"A house made from oversized mushrooms, walls and roof",5.15,4.411764706,4.705882353,4.526315789
3dtopia,"A house shaped like a giant teapot, complete with handle and spout",6.333333333,6.0625,5.1,5.684210526
3dtopia,A hummingbird with wings made of shimmering glass,2.055555556,2.684210526,3.15,2.1
3dtopia,"A key carved from bone, adorned with tiny sculpted figures",3.421052632,3.055555556,3,2.9
3dtopia,"A lamp in the form of a tree, branches holding lights",4.263157895,3.333333333,3.631578947,3.45
3dtopia,A mushroom with a cap resembling a stained glass window,3.294117647,3.210526316,3.6875,3.052631579
3dtopia,A paintbrush with bristles made of tiny flower petals,2.470588235,2.368421053,3.125,2.421052632
3dtopia,"A rabbit with butterfly wings instead of ears, patterns vivid",5.388888889,6.333333333,5.764705882,6.052631579
3dtopia,"A shoe designed to look like fish, scales detailed and shiny",2.882352941,3.105263158,4.0625,2.789473684
3dtopia,A skyscraper constructed from stacked books of varying sizes,6.444444444,5.80952381,5.352941176,5.789473684
3dtopia,A sunflower with a center that is a functioning clock face,4.157894737,3.894736842,4.388888889,3.952380952
3dtopia,An earring designed as miniature chandeliers adorned with crystals,7.684210526,6.777777778,6.947368421,7.15
3dtopia,A black camera and a metal tripod,3.947368421,3.388888889,4.3,3.571428571
3dtopia,A blue umbrella and a silver key,3.055555556,2.904761905,3.117647059,3
3dtopia,A bronze helmet and a golden crown,4.578947368,4.157894737,5.611111111,4.380952381
3dtopia,A photo frame and a furry teddy bear,6.85,6.882352941,7.764705882,6.736842105
3dtopia,A wooden house and a coconut tree,2.294117647,1.894736842,3.3125,2.052631579
3dtopia,A wooden easel and a canvas painting,5.777777778,6.380952381,6.294117647,5.947368421
3dtopia,A green apple and a bronze coin,1.789473684,1.888888889,2.388888889,2
3dtopia,A green cactus and a glass bottle,4.238095238,4.1875,4.45,4.210526316
3dtopia,A leather wallet and a cotton hat,4.052631579,5.090909091,5.333333333,4.523809524
3dtopia,A metal pen and a plastic ruler,6.761904762,6.375,5.65,6.052631579
3dtopia,A plastic spoon and a ceramic cup,3.473684211,3.166666667,2.947368421,2.9
3dtopia,A yellow lemon and a square table,3.277777778,3.263157895,3.4,3.1
3dtopia,A red chair and a yellow tennis ball,3.105263158,4.555555556,4.7,3.476190476
3dtopia,A round clock and a wooden shelf,4.526315789,4.055555556,4.5,3.952380952
3dtopia,A silver teapot and a golden cup,3.947368421,3.727272727,4.285714286,3.857142857
3dtopia,A white flower and a green vase,3.947368421,3.578947368,3.611111111,3.952380952
3dtopia,A gray rabbit and a brown squirrel,3.444444444,3.714285714,3.764705882,3.368421053
3dtopia,A wooden bench and a bronze statue,4.294117647,6.473684211,6.0625,4.842105263
3dtopia,A metal sword and a bronze shield,5.238095238,6.25,6.7,5.842105263
3dtopia,A wooden table and a red candle,3.166666667,3.476190476,3.352941176,3.263157895
3dtopia,A polished silver bell resting on a wooden stand,4.388888889,4.947368421,5.5,4.5
3dtopia,A white orchid in a ceramic vase,4.210526316,4.545454545,4.476190476,4.285714286
3dtopia,A white candle in an iron holder,2.944444444,3.052631579,3.8,2.55
3dtopia,A set of dice beside a deck of cards,2.789473684,3.789473684,3.888888889,3
3dtopia,A ripe strawberry on a delicious cake,2.789473684,2.277777778,3.166666667,2.857142857
3dtopia,A pink backpack on a yellow kayak,3.263157895,3.409090909,4.095238095,3.238095238
3dtopia,A rubber duck next to a wooden comb,1.277777778,1.578947368,2.3,1.3
3dtopia,A swallow on a red brick square chimney,5.888888889,6.619047619,7,6.263157895
3dtopia,"A green plant on a rectangular, wooden chair",4.684210526,6.421052632,6.055555556,5.142857143
3dtopia,A handwoven basket filled with a ripe peach,5.526315789,4.894736842,5.611111111,5.095238095
3dtopia,A pair of black shoes beside a white hat,0.7,0.941176471,1.176470588,0.736842105
3dtopia,A blue butterfly perched on a yellow flower,2.473684211,1.954545455,1.857142857,2.047619048
3dtopia,A guitar leaning against a wooden chair,4.888888889,5.578947368,6.2,4.95
3dtopia,A brass key hanging on a metal hook,4.3,5.294117647,5.882352941,4.473684211
3dtopia,A glass teapot next to a porcelain cup,4.45,5.411764706,5.411764706,4.789473684
3dtopia,A silk scarf draped over a wooden hanger,7.238095238,5.8125,6.6,6.631578947
3dtopia,A wooden crate holding a single red apple,5.052631579,4.526315789,5.388888889,4.523809524
3dtopia,A small wooden ship inside a glass bottle,2.444444444,2.333333333,2.470588235,2.263157895
3dtopia,A small cactus inside a clay pot,7,6.421052632,5.65,6.1
3dtopia,A black hat hanging on a brass hook,3.263157895,2.954545455,3.285714286,3
3dtopia,A penguin is waddling with a fish in its beak,3.368421053,2.222222222,2.833333333,2.714285714
3dtopia,A dog is barking at a cat with its tail wagging,3.210526316,2.055555556,3.105263158,2.4
3dtopia,A dog is licking an ice cream cone with its tail wagging,2.333333333,1.947368421,2.75,1.75
3dtopia,A violinist in a black suit is playing a violin while standing on one foot,4,3.526315789,3.65,3.3
3dtopia,"A cyan crab is holding a sharp, conical shell in its claw",2.842105263,2.5,3.055555556,2.761904762
3dtopia,A yellow truck is crashing into a wooden house,4.777777778,6.142857143,5.882352941,5.421052632
3dtopia,A man holding a book next to a tall bookshelf,4.75,3.941176471,4.941176471,4.315789474
3dtopia,"A turtle is crawling to a circular, white shell",3.714285714,3.375,4.1,3.578947368
3dtopia,A brown dog is chewing a high-heeled shoe,3.263157895,2.318181818,2.761904762,2.428571429
3dtopia,A panda is chewing on bamboo while sitting on its hind legs,1.789473684,1.318181818,1.619047619,1.380952381
3dtopia,A knight is polishing a shield while seated on a stool,5.111111111,4.619047619,5,4.842105263
3dtopia,A dolphin is pushing a ball with its nose while swimming,4.263157895,3.833333333,4.15,4
3dtopia,A bird is preening its feathers with its beak,3.736842105,2.944444444,3.315789474,2.9
3dtopia,A duck is chasing a yellow ball with its wings flapping,1.578947368,1.578947368,1.777777778,1.380952381
3dtopia,A knight is jousting with a lance while riding a white horse,4,3.444444444,3.947368421,3.5
3dtopia,"A cat is playing with a ball of yarn, unraveling it with its paws",1.105263158,0.888888889,1.277777778,1.142857143
3dtopia,A pirate is digging for treasure with a rusty shovel,3.210526316,2.409090909,3.095238095,2.571428571
3dtopia,A boy is kicking a soccer ball with his foot raised,3.65,2.352941176,2.823529412,2.684210526
3dtopia,A black cat is knocking over a glass with its paw extended,1.210526316,0.777777778,1.578947368,0.95
3dtopia,A bat is hanging upside down from a branch with its wings folded,2.105263158,1.611111111,2.3,1.952380952
3dtopia,A bear astronaut is planting a flag with a paw print,4.761904762,3.4375,4.85,4.157894737
3dtopia,A crowned koala is inspecting a mystical golden staff,3.526315789,2.545454545,3.333333333,2.428571429
3dtopia,A fox magician is pulling a rabbit from a hat,2.944444444,2.368421053,2.55,2.15
3dtopia,A giant tortoise is peacefully resting while a garden of mushrooms grows on its shell,2.684210526,2.166666667,2.684210526,2.3
3dtopia,A lion rider is riding a motorcycle,4.1,3.176470588,3.117647059,3.157894737
3dtopia,A mermaid is holding a white conch shell,2.789473684,2.888888889,3.052631579,2.6
3dtopia,A mouse pirate is guarding a tiny treasure chest,3,3.555555556,3.842105263,3.3
3dtopia,A panda detective is using a magnifying glass to examine an ancient scroll,0.526315789,0.636363636,0.761904762,0.476190476
3dtopia,A parrot wearing a crown is sitting on a jeweled throne,3.684210526,2.944444444,3.7,3.380952381
3dtopia,A penguin in a tuxedo is conducting an orchestra with a baton,1.294117647,1.684210526,1.875,1.526315789
3dtopia,A phoenix with flaming wings is carrying a silver lantern,2.578947368,2.578947368,3.222222222,2.285714286
3dtopia,A rabbit pirate is holding a treasure map with a carrot symbol,4.947368421,4.473684211,4.222222222,4.333333333
3dtopia,A rabbit with a top hat is balancing on a golden egg,2.294117647,2.342105263,2.9375,2.210526316
3dtopia,A raccoon detective is studying a map under a magnifying glass,2.578947368,1.944444444,2.947368421,2.2
3dtopia,A raccoon with wings is casting a spell with a magic wand,3.476190476,3.125,3.45,3.157894737
3dtopia,A robot butler is holding a tray with a crystal goblet,4.611111111,4,3.705882353,3.684210526
3dtopia,A shark with a crown is holding a golden trident,3.222222222,4.052631579,4.95,3.7
3dtopia,A skeleton knight is polishing his golden sword,5.105263158,3.894736842,5.055555556,4.666666667
3dtopia,A monkey wizard is riding a flying broom and eating a banana,4.166666667,3.894736842,4.7,3.65
3dtopia,A dog wearing backpack is walking on a rainbow,3.894736842,3.666666667,3.388888889,3.714285714
consistent3d,A striped zebra,4.761904762,3.125,3.8,3.631578947
consistent3d,A green pepper,5.736842105,5,4.722222222,4.904761905
consistent3d,A grey mouse,6,5.142857143,4.941176471,4.421052632
consistent3d,A blue vase,4.526315789,3,3.210526316,3.25
consistent3d,A brown bear,6.421052632,4.105263158,4.444444444,4.238095238
consistent3d,A red cup,5.333333333,4.571428571,4.823529412,4.842105263
consistent3d,A round stool,8.210526316,6.894736842,5.5,6.80952381
consistent3d,A wooden boat,6.19047619,5,4.1,5.105263158
consistent3d,A white helmet,6,4.75,4.45,5.105263158
consistent3d,A green umbrella,3.411764706,2.526315789,2.8125,2.210526316
consistent3d,A yellow hat,6.526315789,5.409090909,5.619047619,5.428571429
consistent3d,A wooden bench,3.80952381,2.875,3.15,3.105263158
consistent3d,A brown horse,5.476190476,3.9375,4.35,4.210526316
consistent3d,A symmetrical arch,0.888888889,1,1.55,1
consistent3d,A glass bottle,5,3.105263158,3.555555556,3.619047619
consistent3d,A white rabbit,7.789473684,5.157894737,5.611111111,5.666666667
consistent3d,A red bus,2.736842105,1.736842105,2.333333333,2.047619048
consistent3d,A blue jacket,5.684210526,4.454545455,4.238095238,4.476190476
consistent3d,A delicious hamburger,5.857142857,4.75,4.8,4.894736842
consistent3d,A canned Coke,5.789473684,3.263157895,3.722222222,4
consistent3d,A badge shaped like a shield,4.210526316,3.555555556,3.263157895,3.4
consistent3d,A black umbrella with a curved handle,3.631578947,2.590909091,3.238095238,2.666666667
consistent3d,A bookmark with a tassel,4.166666667,3.476190476,3.235294118,3.526315789
consistent3d,A cactus with a blooming flower,7,6.411764706,5.529411765,6.105263158
consistent3d,A candleholder made of wrought iron,7.421052632,6.222222222,5.666666667,6.523809524
consistent3d,A chess piece carved from ivory,7.947368421,7.444444444,6.736842105,7.3
consistent3d,A coffee mug with a chipped rim,5.368421053,4.277777778,3.5,4.428571429
consistent3d,A red rose with a thorny stem,3.5,2.647058824,2.647058824,2.631578947
consistent3d,A lamp with a fabric shade,6.166666667,4.684210526,4.9,4.75
consistent3d,A lipstick in a golden case,6.111111111,6.142857143,5.352941176,5.631578947
consistent3d,A model airplane with spinning propellers,3.263157895,2.684210526,2.666666667,2.714285714
consistent3d,A porcelain vase with dragon motifs,6.421052632,3.894736842,5.777777778,4.952380952
consistent3d,A soccer ball signed by players,5.526315789,5,4.055555556,4.761904762
consistent3d,A steel hammer with a rubber grip,6.105263158,5.277777778,5,5.380952381
consistent3d,A stone castle with a drawbridge,3.684210526,3.333333333,3.789473684,3.6
consistent3d,A straw hat with a blue band,6.714285714,4.875,5.05,5.210526316
consistent3d,A teddy bear holding a heart,6.368421053,4.888888889,4.85,4.761904762
consistent3d,A wooden chair with a woven seat,6.619047619,5.75,4.85,5.894736842
consistent3d,A headphone with cushioned ear pads,7.8,6.823529412,6.352941176,6.789473684
consistent3d,A white sneaker with blue stripes,8.5,8,6.7,7.4
consistent3d,"A bronze goblet encrusted with rubies, with swirling engravings of dragons coiling up its stem",6.555555556,6.666666667,5.823529412,6.421052632
consistent3d,"A black bat with luminous red eyes, outstretched wings, and a detailed claw with subtle ridges",4.944444444,4.052631579,4.25,3.7
consistent3d,"A square table with intricate carvings along the legs, a scratched surface, and a missing corner",3.894736842,3,3.555555556,3.238095238
consistent3d,"A golden lamp with an intricate bird and flower motif, and a glossy, amber-colored glass shade",5.631578947,4.388888889,4.75,4.619047619
consistent3d,"A wooden chair with a broken leg, a cushioned seat, and carved spirals on the arms",5.428571429,3.9375,4.15,4.526315789
consistent3d,A porcelain teapot with a gold-trimmed spout and a painted phoenix spiraling around its surface,4.842105263,4,3.388888889,3.952380952
consistent3d,"A round clock with a cracked face, golden hands, and worn Roman numerals along the edges",2.25,2.411764706,2.352941176,2.157894737
consistent3d,"A potted succulent with plump, fleshy, blue-green leaves edged in red and planted in a terracotta pot",6.157894737,4.611111111,5.15,5.238095238
consistent3d,"A gilded picture frame adorned with ivy leaves, enclosing an oil painting of a serene landscape",1.35,1.176470588,1.470588235,1.157894737
consistent3d,"A blue hat with a wide brim, a finely stitched edge, and a silver feather pinned delicately to one side",5.833333333,6.428571429,6.176470588,6.421052632
consistent3d,"A blue jacket with silver buttons, fur lining on the collar, and a tear on the right sleeve",5.555555556,4.904761905,4.941176471,4.947368421
consistent3d,"A yellow pencil with a polished finish, a sharply defined lead tip, and a vibrant red eraser",5.894736842,5.227272727,3.714285714,4.80952381
consistent3d,"A glass bottle with a chipped neck, intricate patterns swirling along the sides, and a faded label",4.5,3.882352941,2.588235294,3.684210526
consistent3d,"A green cactus with twisted, gnarled branches, white spines, and tiny red flowers growing at the top",6.904761905,6.375,6.15,6.421052632
consistent3d,"A black cat with white paws, one torn ear, and piercing green eyes, sitting with its tail curled",4.263157895,3.055555556,3.055555556,3.095238095
consistent3d,"A ceramic vase with swirling patterns etched into the surface, a chipped rim, and a long, narrow neck",5.421052632,3.263157895,4.666666667,4.476190476
consistent3d,"A white dove with one bent wing, a scarred beak, and a single, grey feather among its tail",5.15,5.058823529,5.058823529,4.736842105
consistent3d,"A bronze statue of a warrior with one arm raised, and a weathered, cracked base",5.666666667,5.047619048,4.764705882,4.842105263
consistent3d,"A wooden cabin with a finely crafted stone chimney, detailed log walls, and a delicately carved wooden door",6.111111111,5.142857143,5,5.157894737
consistent3d,"A golden crown with missing jewels, a slightly bent band, and intricate scrollwork along the edges",4.705882353,4.263157895,3.875,4.473684211
consistent3d,A cactus blooming flowers made of glowing embers,7.05,7,6.882352941,6.842105263
consistent3d,"A candleholder resembling a twisted, gnarled tree branch",7.619047619,7.4375,6.4,7.210526316
consistent3d,A castle built entirely from interlocking giant seashells,4.9,4.882352941,5.294117647,4.736842105
consistent3d,"A chair made from intertwined vines, leaves still attached",6.529411765,6.052631579,5.5625,5.947368421
consistent3d,A flower that blooms metallic petals shaped like butterflies,3.526315789,2.681818182,2.80952381,2.666666667
consistent3d,"A frog wearing a tailored shirt with tiny gold buttons, a red bow tie",6.473684211,5.090909091,4.761904762,4.904761905
consistent3d,A headphone with ear cups shaped like intricate seashells,6.263157895,4,4.777777778,5.095238095
consistent3d,"A hippo explorer dressed in a khaki outfit, with binoculars slung around its neck",5.157894737,4.055555556,3.888888889,4.19047619
consistent3d,"A house made from oversized mushrooms, walls and roof",4.75,3.823529412,4,4.263157895
consistent3d,"A house shaped like a giant teapot, complete with handle and spout",5.105263158,5.473684211,4.611111111,4.571428571
consistent3d,A hummingbird with wings made of shimmering glass,4.777777778,4.952380952,4,4.157894737
consistent3d,"A key carved from bone, adorned with tiny sculpted figures",5.421052632,5.166666667,4.85,5.047619048
consistent3d,"A lamp in the form of a tree, branches holding lights",5.833333333,5.684210526,5.05,5.2
consistent3d,A mushroom with a cap resembling a stained glass window,3.947368421,2.888888889,3.25,3.333333333
consistent3d,A paintbrush with bristles made of tiny flower petals,4.470588235,3.421052632,4,3.736842105
consistent3d,"A rabbit with butterfly wings instead of ears, patterns vivid",3.823529412,3.105263158,3.625,3
consistent3d,"A shoe designed to look like fish, scales detailed and shiny",2.666666667,2.5,1.85,2.210526316
consistent3d,A skyscraper constructed from stacked books of varying sizes,5.105263158,2.954545455,3.428571429,3.333333333
consistent3d,A sunflower with a center that is a functioning clock face,1.80952381,1.9375,2.3,1.684210526
consistent3d,An earring designed as miniature chandeliers adorned with crystals,5.142857143,3.875,4.1,4.263157895
consistent3d,A black camera and a metal tripod,6.947368421,5.388888889,5.473684211,5.75
consistent3d,A blue umbrella and a silver key,3.473684211,3,3.368421053,3.05
consistent3d,A bronze helmet and a golden crown,2.842105263,2.055555556,2.055555556,2.238095238
consistent3d,A photo frame and a furry teddy bear,1.047619048,1.5625,1.2,1.105263158
consistent3d,A wooden house and a coconut tree,4.526315789,3.055555556,3.444444444,3.666666667
consistent3d,A wooden easel and a canvas painting,4.473684211,4.315789474,2.833333333,3.857142857
consistent3d,A green apple and a bronze coin,3.75,3.705882353,3.764705882,3.631578947
consistent3d,A green cactus and a glass bottle,4.9,4.411764706,4.294117647,4.157894737
consistent3d,A leather wallet and a cotton hat,4.833333333,6.210526316,5.75,5.45
consistent3d,A metal pen and a plastic ruler,3.45,3,2.411764706,2.631578947
consistent3d,A plastic spoon and a ceramic cup,3.9,3.529411765,3.882352941,3.578947368
consistent3d,A yellow lemon and a square table,2.764705882,2.210526316,2.4375,2.105263158
consistent3d,A red chair and a yellow tennis ball,3.315789474,3.611111111,3.315789474,3.3
consistent3d,A round clock and a wooden shelf,2.619047619,2.5625,2.1,2.368421053
consistent3d,A silver teapot and a golden cup,3.941176471,3.894736842,3.4375,3.157894737
consistent3d,A white flower and a green vase,5.444444444,4.80952381,4.941176471,4.842105263
consistent3d,A gray rabbit and a brown squirrel,5.611111111,3.789473684,3.95,3.7
consistent3d,A wooden bench and a bronze statue,4.052631579,4.444444444,4.277777778,4.333333333
consistent3d,A metal sword and a bronze shield,1.684210526,1.833333333,1.736842105,1.6
consistent3d,A wooden table and a red candle,3.368421053,3.055555556,3,2.952380952
consistent3d,A polished silver bell resting on a wooden stand,5.80952381,5.4375,4.65,5.263157895
consistent3d,A white orchid in a ceramic vase,4.842105263,3,3.277777778,3.476190476
consistent3d,A white candle in an iron holder,7.421052632,6.5,5.947368421,6.7
consistent3d,A set of dice beside a deck of cards,2.176470588,1.842105263,1.875,1.684210526
consistent3d,A ripe strawberry on a delicious cake,6.5,4.882352941,5.294117647,5.631578947
consistent3d,A pink backpack on a yellow kayak,4.105263158,4.5,4.166666667,4.047619048
consistent3d,A rubber duck next to a wooden comb,3.944444444,3.714285714,3.470588235,3.368421053
consistent3d,A swallow on a red brick square chimney,3.210526316,3.333333333,2.9,2.857142857
consistent3d,"A green plant on a rectangular, wooden chair",7,5.315789474,4.833333333,6.095238095
consistent3d,A handwoven basket filled with a ripe peach,5.333333333,4.8125,3.8,4.684210526
consistent3d,A pair of black shoes beside a white hat,4.095238095,4.4375,4.35,4.157894737
consistent3d,A blue butterfly perched on a yellow flower,3.294117647,2.736842105,3.0625,2.684210526
consistent3d,A guitar leaning against a wooden chair,4.238095238,3.6875,3.35,3.631578947
consistent3d,A brass key hanging on a metal hook,4.421052632,4.444444444,4.5,4.19047619
consistent3d,A glass teapot next to a porcelain cup,4.2,4.294117647,4.235294118,3.842105263
consistent3d,A silk scarf draped over a wooden hanger,7.157894737,6.166666667,6.7,6.714285714
consistent3d,A wooden crate holding a single red apple,5.473684211,3.818181818,3.523809524,3.952380952
consistent3d,A small wooden ship inside a glass bottle,3.904761905,3.125,3.25,3.368421053
consistent3d,A small cactus inside a clay pot,7.285714286,6.6875,6.35,6.842105263
consistent3d,A black hat hanging on a brass hook,4.631578947,4.777777778,4.95,4.571428571
consistent3d,A penguin is waddling with a fish in its beak,6.2,5.058823529,5.058823529,4.842105263
consistent3d,A dog is barking at a cat with its tail wagging,4.7,4.176470588,4.470588235,4
consistent3d,A dog is licking an ice cream cone with its tail wagging,4.263157895,2.590909091,3.761904762,3.095238095
consistent3d,A violinist in a black suit is playing a violin while standing on one foot,6.315789474,4.363636364,4.666666667,4.428571429
